state_body,program_code,program_name,program_goal,program_result_desc,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,state_body_annual_plan,state_body_rev_annual_plan,state_body_actual,state_body_actual_vs_rev_annual_plan,program_annual_plan,program_rev_annual_plan,program_actual,program_actual_vs_rev_annual_plan,subprogram_annual_plan,subprogram_rev_annual_plan,subprogram_actual,subprogram_actual_vs_rev_annual_plan
ՀՀ Ազգային ժողով,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,31003,ՀՀ Ազգային ժողովի շենքային պայմանների բարելավում,ՀՀ Ազգային ժողովի շենք-շինությունների կապիտալ վերանորոգում և նախագծանախահաշվային փաստաթղթերի ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,7067172.5,7205057.3,6944533.0,0.964,7067172.5,7205057.3,6944533.0,0.964,93013.4,107813.4,76850.0,0.713
ՀՀ վարչապետի  աշխատակազմ,1018,Պետական հատվածի արդիականացման ծրագիր,Ընտրված էլեկտրոնային կառավարման կատարելագործված ծառայությունների հասանելիության բարելավում,"Ծառայությունների մատուցման էլեկտրոնային կառավարման լուծումների իրագործում, հանրային հատվածի արդիականացման և կառավարման բարեփոխումների ընդգրկուն ընթացքի ապահովում:",11004,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի արդիականացման չորրորդ ծրագրի շրջանակներում խորհրդատվական ծառայությունների ձեռքբերում,ՀՀ հանրային հատվածի բարեփոխումների մշակման և իրականացման խորհրդատվական ծառայությունների ձեռքբերում,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,748326.1,300693.7,301174.8,1.002,204199.7,70853.7,70798.4,0.999
ՀՀ վարչապետի  աշխատակազմ,1018,Պետական հատվածի արդիականացման ծրագիր,Ընտրված էլեկտրոնային կառավարման կատարելագործված ծառայությունների հասանելիության բարելավում,"Ծառայությունների մատուցման էլեկտրոնային կառավարման լուծումների իրագործում, հանրային հատվածի արդիականացման և կառավարման բարեփոխումների ընդգրկուն ընթացքի ապահովում:",32003,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի արդիականացման չորրորդ  ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի և սարքավորումների ձեռքբերում,Համաշխարհային բանկի աջակցությամբ իրականացվող  Պետական հատվածի արդիականացման չորրորդ  ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի  և սարքավորումների ձեռքբերում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,19846098.3,22235777.9,21193550.4,0.953,748326.1,300693.7,301174.8,1.002,544126.4,229840.0,230376.4,1.002
ՀՀ վարչապետի  աշխատակազմ,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,11002,Պետական կառավարման գործընթացներին քաղաքացիական հասարակության մասնակցության ապահովում,Հանրային խորհրդի բնականոն գործունեության  ապահովում,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,70941.0,140677.0,128528.9,0.914,12000.0,2172.0,0.0,0.0
ՀՀ վարչապետի  աշխատակազմ,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,11003,Աջակցություն հասարակական կազմակերպություններին,Աջակցություն հասարակական կազմակերպություններին,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,70941.0,140677.0,128528.9,0.914,38941.0,47028.0,47028.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,11004,"Խորհրդատվական, մասնագիտական, վերլուծական ծառայություններ","Հետազոտությունների, ռազմավարական և հայեցակարգայինփաստաթղթերի պատրաստման և փորձաքննություններիկազմակերպման համար խորհրդատվական, մասնագիտական,վերլուծական ծառայությունների ձեռքբերում",Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,70941.0,140677.0,128528.9,0.914,0.0,5000.0,5000.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,11005,Հասարակության սոցիալական խոցելի խմբերի խնդիրների վերհանում և նրանց ինտեգրում հասարակությանը,Հասարակության սոցիալական խոցելի խմբերի խնդիրների բացահայտմանը և նրանց  հասարակությանը ինտեգրմանն ուղղված միջոցառման կազմակերպում,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,70941.0,140677.0,128528.9,0.914,0.0,33315.0,28958.3,0.869
ՀՀ վարչապետի  աշխատակազմ,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,11006,"Հասարակության սոցիալական խոցելի խմբերի վերաբերյալ տվյալների մշակում, դրանց հանրայնացում","Սոցիալական խոցելի խմբերի վերաբերյալ տեղեկատվության հավաքագրում,նրանց հաշվառում, հավաքագրված տեղեկատվության վերաբերյալ գիտական քննարկման կազմակերպում, միասնական շտեմարանի ստեղծում,տեղեկատվության հանրայնացում",Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,70941.0,140677.0,128528.9,0.914,0.0,20387.3,20387.3,1.0
ՀՀ վարչապետի  աշխատակազմ,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,11007,Հայաստանի Հանրապետության անվտանգային քաղաքականության հարցերի վերաբերյալ ուսումնասիրություն,Վերլուծական հետազոտություններ,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,70941.0,140677.0,128528.9,0.914,0.0,4375.0,4375.0,1.0
ՀՀ վարչապետի  աշխատակազմ,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,11008,ՀՀ տարածքում գտնվող հուշարձանների վերաբերյալ արխիվային փաստաթղթերի ուսումնասիրություն և վերլուծություն,Արխիվային փաստաթղթերի ուսումնասիրություն և վերլուծություն,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,70941.0,140677.0,128528.9,0.914,0.0,8399.7,2933.3,0.349
ՀՀ վարչապետի  աշխատակազմ,1033,Աջակցություն հասարակական և այլ կազմակերպություններին,Քաղաքացիական հասարակության զարգացում,Հասարակության կայուն զարգացման գործընթացներում քաղաքացիական հասարակության կառույցների ընդգրկվածություն և մասնակցություն,12001,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Տրանսֆերտների տրամադրում,19846098.3,22235777.9,21193550.4,0.953,70941.0,140677.0,128528.9,0.914,20000.0,20000.0,19847.0,0.992
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11001,Հանրային իրազեկում և հասարակական-քաղաքագիտական հետազոտություններ,"Կառավարության գործունեության լուսաբանում, թեմատիկ վերլուծություններ և ԶԼՄ-ների ամենօրյա մշտադիտարկում",Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,1077969.6,1288198.2,1280566.4,0.994,511763.1,599123.1,599123.1,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11002,Պետական մամուլի հրատարակում,Պետական մամուլի հրատարակում,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,1077969.6,1288198.2,1280566.4,0.994,109998.7,45832.6,45832.6,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11004,"Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ","Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ",Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,1077969.6,1288198.2,1280566.4,0.994,199258.2,199258.2,199258.2,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11010,Ընտրությունների գործընթացի հրապարակայնությունն ապահովելունպատակով տեսանկարահանման և միաժամանակյա համացանցային հեռարձակման ծառայությունների ձեռքբերում,"Ընտրությունների քվեարկության ընթացքի և արդյունքների ամփոփմանգործընթացի, ինչպես նաև ընտրատարածքային ընտրական հանձնաժողովներինիստերի, վերահաշվարկի տեսանկարահանման և միաժամանակյահամացանցային հեռարձակման ծառայությունների ձեռքբերում",Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,1077969.6,1288198.2,1280566.4,0.994,0.0,48068.6,48068.6,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11011,ՀՀ վերաբերյալ պաշտոնական տեղեկատվության ապահովում` նաև միջազգային հարթակներում,"Հանրության իրազեկվածության մակարդակիբարելավում, ՀՀ վերաբերյալ օբյեկտիվտեղեկատվության ավելի լայն լսարանի ներգրավում",Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,1077969.6,1288198.2,1280566.4,0.994,0.0,64166.1,57499.6,0.896
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",12001,«Միր» միջպետական հեռուստառադիոընկերության ՀՀ մասնաբաժնի վճար,ԱՊՀ երկրներում հեռուստառադիոծրագրերի հեռարձակում,Տրանսֆերտների տրամադրում,19846098.3,22235777.9,21193550.4,0.953,1077969.6,1288198.2,1280566.4,0.994,256949.6,256949.6,256949.6,1.0
ՀՀ վարչապետի  աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",32002,«Հանրային կապերի և տեղեկատվության կենտրոն» ՊՈԱԿ-ի շենքային պայմանների բարելավման ապահովում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,19846098.3,22235777.9,21193550.4,0.953,1077969.6,1288198.2,1280566.4,0.994,0.0,74800.0,73834.8,0.987
ՀՀ վարչապետի  աշխատակազմ,1132,Քաղաքացիական ծառայողների վերապատրաստում,Քաղաքացիական ծառայողների աշխատանքի  արդյունավետության բարելավում,"Քաղաքացիական ծառայության ոլորտում անկախ, արհեստավարժ և բարոյական բարձր հատկանիշներով օժտված կադրերի ապահովումը",11001,ՀՀ քաղաքացիական ծառայողների վերապատրաստման ծառայություններ,Քաղաքացիական ծառայողների մասնագիտական գիտելիքների և աշխատանքային ունակությունների հետևողական վերապատրաստման և ուսուցման ծառայություններ,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,10023.2,6933.2,4689.3,0.676,10023.2,6933.2,4689.3,0.676
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11001,"Ծառայությունների, ծրագրերի համակարգում","Աջակցություն ՀՀ կառավարությանը` քաղաքականության և ծրագրերի մշակման և իրականացման գործընթացում, վերահսկողության կատարման գործընթացում",Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,8214431.5,8905493.4,8314364.1,0.934,5261784.0,5394464.9,5071252.3,0.94
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11004,Աջակցություն ՀՀ վարչապետի աշխատակազմի ներքո գործող Արդյունահանող ճյուղերի թափանցիկության նախաձեռնության քարտուղարությանը,"Ազգային ծրագրով նախատեսված տեխնիկական առաջադրանքների նախագծերի հաստատման ենթակա փաստաթղթերի կազմում, հանրային իրազեկման միջոցառումների իրականացում և դոնոր կազմակերպությունների հետ աշխատանքի համակարգում",Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,8214431.5,8905493.4,8314364.1,0.934,23600.0,23600.0,17562.7,0.744
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11005,Սպասարկման ծառայություններ,ՀՀ Կառավարական շենքերի և այլ գույքի սպասարկում,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,8214431.5,8905493.4,8314364.1,0.934,469450.3,469450.3,469450.3,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11006,Արտասահմանյան պաշտոնական գործուղումներ,Արտասահմանյան պաշտոնական գործուղումներ,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,8214431.5,8905493.4,8314364.1,0.934,0.0,3395.3,3395.3,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11007,"ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ","ՀՀ պետական կառավարման մարմինների կողմից  դիմումներ, հայցադիմումներ, դատարանի վճիռների  և որոշումների դեմ վերաքննիչ և վճռաբեկ բողոքներ ներկայացնելիս` «Պետական տուրքի մասին» ՀՀ օրենքով սահմանված վճարումներ",Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,8214431.5,8905493.4,8314364.1,0.934,0.0,11910.2,11910.1,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11010,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների շահագործում և սպասարկում,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների  շահագործման և սպասարկման ծառայություններ,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,8214431.5,8905493.4,8314364.1,0.934,542465.2,542465.2,542465.2,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11013,«Մեր ժամանակների հերոսը»,ՀՀ անկախության հռչակման տարեդարձի կապակցությամբ միջոցառման կազմակերպում,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,8214431.5,8905493.4,8314364.1,0.934,0.0,215362.2,214987.1,0.998
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11015,Պետական աջակցություն Հայաստանի Հանրապետությունում և արտերկրում ներդրումային և ՊՄԳ ծրագրերի իրականացմանը,"Օտարերկրյա ուղղակի ներդրումների ներգրավում, ներդրողներին խորհրդատվության և աջակացության տրամադրում, օտարերկրյա ներդրումային ծրագրերին բաժնեմասնակցություն, ՊՄԳ ոլորտի զարգացման խթանում, ՊՄԳ ծրագրերի զարգացման աջակցություն",Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,8214431.5,8905493.4,8314364.1,0.934,1800000.0,0.0,0.0,0.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11017,Քաղաքացիական ծառայության կադրերի ռեզերվում գտնվող քաղաքացիական ծառայողների իրավունքների ապահովում,Քաղաքացիական ծառայության կադրերի ռեզերվում գտնվող քաղաքացիական ծառայողների վարձատրություն,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,8214431.5,8905493.4,8314364.1,0.934,0.0,158015.4,130809.5,0.828
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11018,Խորհրդատվական և վերլուծական ծառայություններ,"Մասնագիտական, խորհրդատվական և վերլուծական ծառայությունների ձեռքբերում",Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,8214431.5,8905493.4,8314364.1,0.934,0.0,227145.6,227145.6,1.0
ՀՀ վարչապետի  աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11019,Ռազմավարական հետազոտությունների իրականացում և առաջարկությունների ներկայացում,Ռազմավարական հետազոտությունների իրականացում և առաջարկությունների ներկայացում,Ծառայությունների մատուցում,19846098.3,22235777.9,21193550.4,0.953,8214431.5,8905493.4,8314364.1,0.934,0.0,895514.0,895463.9,1.0
