state_body,program_code,program_name,program_goal,program_result_desc,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,state_body_total,program_total,subprogram_total
ՀՀ վարչապետի աշխատակազմ,1019,Սոցիալական ներդրումների և տեղական զարգացման ծրագիր,Նպաստել տարածքներում բնակչության նյութական և ոչ նյութական բարեկեցության աճին,Համայնքային և միջհամայնքային ենթակառուցվածքների և որակի հասանելիության բարելավում՝ ինստիտուցիոնալ և ֆինանասական կարողությունների հզորացում,11001,Համաշխարհային բանկի աջակցությամբ իրականացվող Տարածքային զարգացման հիմնադրամի ծրագրի կառավարում,Տարածքային զարգացման հիմնադրամի ծրագիր` ՀՀ աղքատ և խոցելի խմբերի կյանքի ստանդարտների բարձրացման նպատակով,Ծառայությունների մատուցում,20439178.8,3770821.9,323254.8
ՀՀ վարչապետի աշխատակազմ,1019,Սոցիալական ներդրումների և տեղական զարգացման ծրագիր,Նպաստել տարածքներում բնակչության նյութական և ոչ նյութական բարեկեցության աճին,Համայնքային և միջհամայնքային ենթակառուցվածքների և որակի հասանելիության բարելավում՝ ինստիտուցիոնալ և ֆինանասական կարողությունների հզորացում,11002,ԱՄՆ Միջազգային զարգացման գործակալության աջակցությամբ իրականացվող Տեղական ինքնակառավարման բարեփոխումների դրամաշնորհային ծրագիր,Օժանդակության տրամադրում տեղական և տարածքային ինքնակառավարման մարմիններին միջհամայնքային ենթածրագրերի նախագծման՝ ընտրության և իրականացման աշխատանքներում:,Ծառայությունների մատուցում,20439178.8,3770821.9,4802.7
ՀՀ վարչապետի աշխատակազմ,1019,Սոցիալական ներդրումների և տեղական զարգացման ծրագիր,Նպաստել տարածքներում բնակչության նյութական և ոչ նյութական բարեկեցության աճին,Համայնքային և միջհամայնքային ենթակառուցվածքների և որակի հասանելիության բարելավում՝ ինստիտուցիոնալ և ֆինանասական կարողությունների հզորացում,12001,Համաշխարհային բանկի աջակցությամբ իրականացվող  Տարածքային զարգացման հիմնադրամի ծրագրի շրջանակներում ՀՀ տարածքներում ջրագծերի՝ առողջապահության՝ կրթության՝ մշակույթի՝ հատուկ խնամքի և  ենթակառուցվածքների ոլորտի վերականգնման և  շինարարության աշխատանքներ,Տարածքային զարգացման հիմնադրամի ծրագրով նախատեսված ՀՀ տարածքներում ջրագծերի՝ առողջապահության՝ կրթության օբյեկտների՝ մշակույթային տների՝ ծերանոցների՝ մանկատների՝ հատուկ դպրոցների՝ մանկապարտեզների և կոյուղու օբյեկտների հիմնանորոգում և շինարարություն,Տրանսֆերտների տրամադրում,20439178.8,3770821.9,2820764.9
ՀՀ վարչապետի աշխատակազմ,1019,Սոցիալական ներդրումների և տեղական զարգացման ծրագիր,Նպաստել տարածքներում բնակչության նյութական և ոչ նյութական բարեկեցության աճին,Համայնքային և միջհամայնքային ենթակառուցվածքների և որակի հասանելիության բարելավում՝ ինստիտուցիոնալ և ֆինանասական կարողությունների հզորացում,12002,"Համաշխարհային բանկի աջակցությամբ իրականացվող Սոցիալական ներդրումների և տեղական զարգացման  դրամաշնորհային ծրագրի շրջանակներում oժանդակության տրամադրում, միջհամայնքային ենթածրագրերի նախագծման՝ ընտրության և իրականացման աշխատանքներում:",Ծրագրով նախատեսված է տեխնիկայի՝ սարքավորումների տրամադրում և ենթակառուցվածքների վերականգնում/կառուցում,Տրանսֆերտների տրամադրում,20439178.8,3770821.9,8806.9
ՀՀ վարչապետի աշխատակազմ,1019,Սոցիալական ներդրումների և տեղական զարգացման ծրագիր,Նպաստել տարածքներում բնակչության նյութական և ոչ նյութական բարեկեցության աճին,Համայնքային և միջհամայնքային ենթակառուցվածքների և որակի հասանելիության բարելավում՝ ինստիտուցիոնալ և ֆինանասական կարողությունների հզորացում,12003,ԱՄՆ ՄԶԳ աջակցությամբ իրականացվող Տեղական ինքնակառավարման բարեփոխումների դրամաշնորհային ծրագրի շրջանակներում ՀՀ խոշորացվող համայնքներում հանրային ծառայությունների բարելավում՝ ընդլայնում՝ միջհամայնքային ենթածրագրերի նախագծում՝ ընտրություն և իրականացում:,Տեղական ինքնակառավարման բարեփոխումների ծրագրով նախատեսված ՀՀ խոշորացված համայնքներին տեխնիկայի տրամադրում և ենթակառուցվածքների վերականգնում/կառուցում,Տրանսֆերտների տրամադրում,20439178.8,3770821.9,613192.6
ՀՀ վարչապետի աշխատակազմ,1033,Աջակցություն քաղաքական կուսակցություններին՝ հասարակական կազմակերպություններին և արհմիություններին,Քաղաքացիական հասարակության զարգացում,Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում՝ տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ,11001,Աջակցություն քաղաքական կուսակցություններին՝ հասարակական կազմակերպություններին՝ արհմիություններին,Քաղաքացիական հասարակության ինստիտուտների կայացման և հասարակական սեկտորի զարգացմանը նպաստող նյութերի ստեղծում՝ միջոցառումների՝ կլոր սեղանների՝ հանրային քննարկումների դասընթացների կազմակերպում,Ծառայությունների մատուցում,20439178.8,310388.5,186849.8
ՀՀ վարչապետի աշխատակազմ,1033,Աջակցություն քաղաքական կուսակցություններին՝ հասարակական կազմակերպություններին և արհմիություններին,Քաղաքացիական հասարակության զարգացում,Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում՝ տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ,12001,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Տրանսֆերտների տրամադրում,20439178.8,310388.5,20000.0
ՀՀ վարչապետի աշխատակազմ,1033,Աջակցություն քաղաքական կուսակցություններին՝ հասարակական կազմակերպություններին և արհմիություններին,Քաղաքացիական հասարակության զարգացում,Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում՝ տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ,12002,Աջակցություն կուսակցությունների դաշինքներին,Օրենսդրությամբ (օրենքներով և կառավարության որոշումներով) նախատեսված օժանդակություն և փոխհատուցումներ,Տրանսֆերտների տրամադրում,20439178.8,310388.5,103538.7
ՀՀ վարչապետի աշխատակազմ,1074,Հանրային կարծիքի ուսումնասիրություններ,Նպաստել տնտեսական և քաղաքական որոշումների կայացման գործընթացի արդյունավետության բարձրացմանը,ՀՀ կառավարության գործունեության՝ կյանքի որակի և համայնքային կարիքների գնահատումների իրականացում,11001,Հայաստանի Հանրապետության կառավարության գործունեության գնահատականների՝ կյանքի որակի և համայնքային կարիքների գնահատման հետազոտություններ,ՀՀ Կառավարության գործունեության գնահատականների՝կյանքի որակի և համայնքային կարիքների գնահատման նպատակով ընտրանքային հետազոտությունների անցկացում՝ տրամադրում նախարարություններին՝ օգտագործում գերակա խնդիրների և միջոցառումների կազմման ժամանակ,Ծառայությունների մատուցում,20439178.8,123278.0,123278.0
ՀՀ վարչապետի աշխատակազմ,1078,Աջակցություն մարդասիրական ծրագրերին,Աջակցել տեղական և օտարերկրյա կազմակերպությունների կողմից առողջապահական՝ կրթական և սոցիալական ոլորտներին տրամադրվող մարդասիրական ծրագրերի իրականացմանը,Մարդասիրական ծրագրերի իրականացման ապահովում,11001,Պետական աջակցություն տեղական և օտարերկրյա կազմակերպությունների կողմից իրականացվող մարդասիրական ծրագրերին,Մարդասիրական բեռներ  փոխադրող օտարերկրյա օդանավերի  աերոնավիգացիոն  սպասարկման՝ թռիչք-վայրէջքի՝ օդանավերի կանգառի և վերգետնյա սպասարկումների ու մատուցված ծառայությունների փոխհատուցում,Ծառայությունների մատուցում,20439178.8,10000.0,10000.0
ՀՀ վարչապետի աշխատակազմ,1091,Հանրային իրազեկում,Հանրային կապերի՝ պետական մարմինների թափանցիկության՝ տեղեկատվության մատչելիության ապահովում:,Հանրության իրազեկվածության մակարդակի բարելավում՝ ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում,11001,Հանրային իրազեկման ապահովում,Հանրային կապերի և տեղեկատվության ոլորտի ուսումնասիրություններ՝ վերլուծություններ և տպագիր՝ էլեկտրոնային և հեռարձակվող մամուլի ամենօրյա մշտադիտարկումներ,Ծառայությունների մատուցում,20439178.8,1089061.3,733555.6
ՀՀ վարչապետի աշխատակազմ,1091,Հանրային իրազեկում,Հանրային կապերի՝ պետական մարմինների թափանցիկության՝ տեղեկատվության մատչելիության ապահովում:,Հանրության իրազեկվածության մակարդակի բարելավում՝ ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում,11002,Պետական մամուլի հրատարակում,Պետական մամուլի հրատարակում,Ծառայությունների մատուցում,20439178.8,1089061.3,83156.9
ՀՀ վարչապետի աշխատակազմ,1091,Հանրային իրազեկում,Հանրային կապերի՝ պետական մարմինների թափանցիկության՝ տեղեկատվության մատչելիության ապահովում:,Հանրության իրազեկվածության մակարդակի բարելավում՝ ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում,11003,ԱՊՀ երկրներում հեռուստառադիոծրագրերի հեռարձակում,ԱՊՀ երկրներում հեռուստառադիոծրագրերի հեռարձակում,Ծառայությունների մատուցում,20439178.8,1089061.3,175500.0
ՀՀ վարչապետի աշխատակազմ,1091,Հանրային իրազեկում,Հանրային կապերի՝ պետական մարմինների թափանցիկության՝ տեղեկատվության մատչելիության ապահովում:,Հանրության իրազեկվածության մակարդակի բարելավում՝ ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում,11004,"Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ","Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ",Ծառայությունների մատուցում,20439178.8,1089061.3,96848.8
ՀՀ վարչապետի աշխատակազմ,1132,Քաղաքացիական ծառայողների վերապատրաստում,Քաղաքացիական ծառայողների աշխատանքի  արդյունավետության բարելավում,Քաղաքացիական ծառայության ոլորտում անկախ՝ արհեստավարժ և բարոյական բարձր հատկանիշներով օժտված կադրերի ապահովումը,11001,ՀՀ քաղաքացիական ծառայողների վերապատրաստման ծառայություններ,Քաղաքացիական ծառայողների մասնագիտական գիտելիքների և աշխատանքային ունակությունների հետևողական վերապատրաստման և ուսուցման ծառայություններ,Ծառայությունների մատուցում,20439178.8,9405.8,9405.8
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11001,Ծառայությունների՝ ծրագրերի համակարգում,Աջակցություն ՀՀ կառավարությանը` քաղաքականության և ծրագրերի մշակման և իրականացման գործընթացում՝ վերահսկողության կատարման գործընթացում,Ծառայությունների մատուցում,20439178.8,5929279.1,4564942.6
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11002,Օրենսդրության  իրավական ակտերի կարգավորում,ՀՀ կարգավորող նորմատիվ իրավական ակտերի վերանայում՝ նոր կարգավորող օրենսդրական նորմերի ուսումնասիրություն՝ դրանց սահմանման նպատակահարմարության վերլուծության և դրանց ազդեցության գնահատում,Ծառայությունների մատուցում,20439178.8,5929279.1,110332.7
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11003,Տվյալների փոխանակման միջգերատեսչական կապի ապահովում,Հայաստանի Հանրապետությունում պետական մարմինների և ուսումնական հաստատությունների  տվյալների փոխանակման կապի ապահովում և սպասարկում,Ծառայությունների մատուցում,20439178.8,5929279.1,612680.0
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11004,Աջակցություն ՀՀ վարչապետի աշխատակազմի ներքո գործող Արդյունահանող ճյուղերի թափանցիկության նախաձեռնության քարտուղարությանը,Ազգային ծրագրով նախատեսված տեխնիկական առաջադրանքների նախագծերի հաստատման ենթակա փաստաթղթերի կազմում՝ հանրային իրազեկման միջոցառումների իրականացում և դոնոր կազմակերպությունների հետ աշխատանքի համակարգում,Ծառայությունների մատուցում,20439178.8,5929279.1,23600.0
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11005,Սպասարկման ծառայություններ,ՀՀ Կառավարական շենքերի և այլ գույքի սպասարկում,Ծառայությունների մատուցում,20439178.8,5929279.1,462558.5
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,31001,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,20439178.8,5929279.1,92132.0
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,31002,ՀՀ վարչապետի աշխատակազմի տեխնիկական հագեցվածության բարելավում,ՀՀ վարչապետի աշխատակազմի աշխատանքային պայմանների բարելավման նպատակով վարչական սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,20439178.8,5929279.1,63033.3
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11001,Առողջապահության ոլորտում վերահսկողության ծառայություններ,Առողջապահության՝ աշխատողների առողջության և անվտանգության ապահովման բնագավառում վերահսկողության իրականացում,Ծառայությունների մատուցում,20439178.8,4536666.7,1045634.7
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11002,Բնապահպանության ոլորտում վերահսկողության ծառայություններ,Շրջակա միջավայրի վրա վնասակար ներգործությունների և բնական ռեսուրսների գերշահագործման վերահսկողության իրականացում,Ծառայությունների մատուցում,20439178.8,4536666.7,874510.8
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11003,Կրթության ոլորտում վերահսկողության ծառայություններ,Կրթության ոլորտում տեսչական վերահսկողության ծառայությունների իրականացում,Ծառայությունների մատուցում,20439178.8,4536666.7,218807.1
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11004,Շուկայի վերահսկողության ծառայություններ,Տեխնիկական կանոնակարգի պահանջների և չափագիտական կանոնների ու նորմերի պահպանման վերահսկողություն,Ծառայությունների մատուցում,20439178.8,4536666.7,178673.1
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11005,Արտադրանքի և որակի վերահսկողության ծառայություններ,Արտադրանքի և ծառայությունների մատուցման ոլորտում տեխնիկական կանոնակարգերի պահանջների և չափագիտական կանոնների ու նորմերի վերահսկողության իրականացում,Ծառայությունների մատուցում,20439178.8,4536666.7,15000.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11006,Քաղաքաշինության և ճարտարապետության բնագավառում վերահսկողության ծառայություններ,Քաղաքաշինության՝ տեխնիկական և հրդեհային անվտանգության՝ տրանսպորտի՝ էներգետիկայի՝ պետական և տեղական նշանակության գեոդեզիական և քարտեզագրական աշխատանքների և հողօգտագործման բնագավառներում վերահսկողության իրականացում,Ծառայությունների մատուցում,20439178.8,4536666.7,953381.7
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11007,Սննդամթերքի անվտանգության բնագավառում վերահսկողության իրականացման ծառայություններ,Սննդամթերքի՝ անասնաբուժության և բուսասանիտարիայի ոլորտներում վերահսկողության իրականացում՝ պետությանը և հանրությանը սպառնացող վտանգների հայտնաբերում՝ ներթափանցման և տարածման կանխարգելում:,Ծառայությունների մատուցում,20439178.8,4536666.7,1142151.5
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,31001,Բնապահպանության և ընդերքի տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Բնապահպանության և ընդերքի տեսչական մարմնի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,20439178.8,4536666.7,31567.8
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,31002,Կրթության տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Կրթության տեսչական մարմնի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,20439178.8,4536666.7,3000.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,31003,Շուկայի վերահսկողության տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Շուկայի վերահսկողության տեսչական մարմնի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,20439178.8,4536666.7,1940.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,31004,"Քաղաքաշինության, տեխնիկական և հրդեհային անվտանգության տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում","Քաղաքաշինության, տեխնիկական և հրդեհային անվտանգության տեսչական մարմնի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում",Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,20439178.8,4536666.7,72000.0
