state_body,state_body_total,program_code,program_name,program_goal,program_result_desc,program_total,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,subprogram_total
ՀՀ վարչապետի աշխատակազմ,27555409.0,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,16231290.9,11004,Աջակցություն ՀՀ վարչապետի աշխատակազմի ներքո գործող Արդյունահանող ճյուղերի թափանցիկության նախաձեռնության քարտուղարությանը,"Ազգային ծրագրով նախատեսված տեխնիկական առաջադրանքների նախագծերի հաստատման ենթակա փաստաթղթերի կազմում, հանրային իրազեկման միջոցառումների իրականացում և դոնոր կազմակերպությունների հետ աշխատանքի համակարգում",Ծառայությունների մատուցում,23600.0
ՀՀ վարչապետի աշխատակազմ,27555409.0,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,16231290.9,11005,Սպասարկման ծառայություններ,ՀՀ Կառավարական շենքերի և այլ գույքի սպասարկում,Ծառայությունների մատուցում,455714.7
ՀՀ վարչապետի աշխատակազմ,27555409.0,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,16231290.9,11010,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների շահագործում և սպասարկում,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների  շահագործման և սպասարկման ծառայություններ,Ծառայությունների մատուցում,471292.3
ՀՀ վարչապետի աշխատակազմ,27555409.0,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,16231290.9,11011,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագիր,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագիր,Ծառայությունների մատուցում,3651059.0
ՀՀ վարչապետի աշխատակազմ,27555409.0,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,16231290.9,11012,Աշխատակազմի մասնագիտական զարգացման ծառայություններ,Աշխատակազմի մասնագիտական վերապատրաստումներ,Ծառայությունների մատուցում,1570.8
ՀՀ վարչապետի աշխատակազմ,27555409.0,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,16231290.9,31001,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,92132.0
ՀՀ վարչապետի աշխատակազմ,27555409.0,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,16231290.9,31002,ՀՀ վարչապետի աշխատակազմի տեխնիկական հագեցվածության բարելավում,ՀՀ վարչապետի աշխատակազմի աշխատանքային պայմանների բարելավման նպատակով վարչական սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,50000.0
ՀՀ վարչապետի աշխատակազմ,27555409.0,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,16231290.9,31003,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագրի շրջանակներում շենքերի և շինությունների շինարարություն և հիմնանորոգում,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագրի շրջանակներում շենքերի և շինությունների շինարարություն և հիմնանորոգում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,3484414.9
ՀՀ վարչապետի աշխատակազմ,27555409.0,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,16231290.9,31004,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագրի շրջանակներում սարքավորումների ձեռքբերում,Համաշխարհային բանկի աջակցությամբ իրականացվող առևտրի և ենթակառուցվածքների զարգացման ծրագրի շրջանակներում սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,2248829.9
ՀՀ վարչապետի աշխատակազմ,27555409.0,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",815930.6,11007,Քայլ դեպի տուն,"Սփյուռքի հայ երիտասարդության և պատանիների ճանաչողական այցելությունների, հայերենի ուսուցման և հայրենագիտության դասընթացների կազմակերպում",Ծառայությունների մատուցում,143376.9
ՀՀ վարչապետի աշխատակազմ,27555409.0,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",815930.6,11008,Սփյուռքի երիտասարդ առաջնորդների վերապատրաստում,"ՀՀ-ի մասին ճանաչողական և  համայնքային գործիչների վերապատրաստման դասընթացների կազմակերպում, Հայաստանի ներքին քաղաքականությանը իրազեկության ապահովում",Ծառայությունների մատուցում,21497.0
ՀՀ վարչապետի աշխատակազմ,27555409.0,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",815930.6,11010,Հայաստան-Սփյուռք գործակցության վերաբերյալ իրազեկման ապահովում,"Հայաստան-Սփյուռք համագործակցության, հայրենադարձության, Սփյուռքից ներդրումների, Հայաստան-Սփյուռք գործակցության ծրագրերի ներկայացման ուղղություններով հեռուստահաղորդումների, տեսանյութերի պատվիրում և Սփյուռքում արբանյակային հեռարձակում",Ծառայությունների մատուցում,60000.0
ՀՀ վարչապետի աշխատակազմ,27555409.0,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",815930.6,11011,Աշխատանք Սփյուռքի համայնքներում,"Համայնքների խնդիրներին ծանոթանալու, դրանց լուծման ուղիների քննարկման, համայնքներում կազմակերպված միջոցառումներին մասնակցության, ՀՀ կառավարության Հայաստան-Սփյուռք գործակցության զարգացման ծրագրերի ներկայացման և այլ նպատակներով այցելությունների իրականացում",Ծառայությունների մատուցում,25002.2
ՀՀ վարչապետի աշխատակազմ,27555409.0,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",815930.6,11012,«ի Գործ» սփյուռքահայ մասնագետների ներգրավում ՀՀ պետական կառավարման համակարգում,"Սփյուռքի բարձր որակավորում ունեցող  մասնագետների ներգրավում ՀՀ հանրային քաղաքականության ոլորտում,  ՀՀ զարգացման նոր ծրագրերի մշակում՛  նկատի ունենալով միջազգային փորձը",Ծառայությունների մատուցում,476036.5
ՀՀ վարչապետի աշխատակազմ,27555409.0,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",815930.6,11013,Հայրենադարձության ինտեգրման կենտրոն,"«Մեկ պատուհան»-ի սկզբունքով համապարփակ ռեսուրս, որը ՀՀ-ում ինտեգրման հարցում աջակցություն կցուցաբերի պոտենցիալ հայրենադարձներին",Ծառայությունների մատուցում,80018.0
ՀՀ վարչապետի աշխատակազմ,27555409.0,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",815930.6,12001,Աջակցություն Վրաստանի հայալեզու լրատվամիջոցներին,"Հայկական լրատվամիջոցների,գործող կայք էջերի և հեռուստաալիքների միջոցով հայ ազգաբնակչության շրջանում՛ տարածաշրջանի քաղաքական,սոցիալական,ազգային և մշակութային կյանքի վերաբերյալ տեղեկատվության տարածում",Տրանսֆերտների տրամադրում,10000.0
ՀՀ վարչապետի աշխատակազմ,27555409.0,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4955055.7,11001,Առողջապահության ոլորտում վերահսկողության ծառայություններ,"Առողջապահության, աշխատողների առողջության և անվտանգության ապահովման բնագավառում վերահսկողության իրականացում",Ծառայությունների մատուցում,1338337.8
ՀՀ վարչապետի աշխատակազմ,27555409.0,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4955055.7,11002,Բնապահպանության ոլորտում վերահսկողության ծառայություններ,Շրջակա միջավայրի վրա վնասակար ներգործությունների և բնական ռեսուրսների գերշահագործման վերահսկողության իրականացում,Ծառայությունների մատուցում,891814.2
ՀՀ վարչապետի աշխատակազմ,27555409.0,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4955055.7,11003,Կրթության ոլորտում վերահսկողության ծառայություններ,Կրթության ոլորտում տեսչական վերահսկողության ծառայությունների իրականացում,Ծառայությունների մատուցում,249711.8
ՀՀ վարչապետի աշխատակազմ,27555409.0,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4955055.7,11004,Շուկայի վերահսկողության ծառայություններ,Տեխնիկական կանոնակարգի պահանջների և չափագիտական կանոնների ու նորմերի պահպանման վերահսկողություն,Ծառայությունների մատուցում,219595.2
ՀՀ վարչապետի աշխատակազմ,27555409.0,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4955055.7,11005,Արտադրանքի և որակի վերահսկողության ծառայություններ,Արտադրանքի և ծառայությունների մատուցման ոլորտում տեխնիկական կանոնակարգերի պահանջների և չափագիտական կանոնների ու նորմերի վերահսկողության իրականացում,Ծառայությունների մատուցում,15000.0
ՀՀ վարչապետի աշխատակազմ,27555409.0,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4955055.7,11006,Քաղաքաշինության և ճարտարապետության բնագավառում վերահսկողության ծառայություններ,"Քաղաքաշինության, տեխնիկական և հրդեհային անվտանգության, տրանսպորտի, էներգետիկայի, պետական և տեղական նշանակության գեոդեզիական և քարտեզագրական աշխատանքների և հողօգտագործման բնագավառներում վերահսկողության իրականացում",Ծառայությունների մատուցում,925283.8
ՀՀ վարչապետի աշխատակազմ,27555409.0,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4955055.7,11007,Սննդամթերքի անվտանգության բնագավառում վերահսկողության իրականացման ծառայություններ,"Սննդամթերքի, անասնաբուժության և բուսասանիտարիայի ոլորտներում վերահսկողության իրականացում, պետությանը և հանրությանը սպառնացող վտանգների հայտնաբերում, ներթափանցման և տարածման կանխարգելում:",Ծառայությունների մատուցում,1315312.9
