state_body,state_body_total,program_code,program_name,program_goal,program_result_desc,program_total,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,subprogram_total
ՀՀ վարչապետի աշխատակազմ,20439178.8,1019,Սոցիալական ներդրումների և տեղական զարգացման ծրագիր,Նպաստել տարածքներում բնակչության նյութական և ոչ նյութական բարեկեցության աճին,Համայնքային և միջհամայնքային ենթակառուցվածքների և որակի հասանելիության բարելավում՝ ինստիտուցիոնալ և ֆինանասական կարողությունների հզորացում,3770821.9,12002,Միջոցառման անվանումը`,"Համաշխարհային բանկի աջակցությամբ իրականացվող Սոցիալական ներդրումների և տեղական զարգացման  դրամաշնորհային ծրագրի շրջանակներում oժանդակության տրամադրում, միջհամայնքային ենթածրագրերի նախագծման՝ ընտրության և իրականացման աշխատանքներում:",Միջոցառման նկարագրությունը`,8806.9
ՀՀ վարչապետի աշխատակազմ,20439178.8,1019,Սոցիալական ներդրումների և տեղական զարգացման ծրագիր,Նպաստել տարածքներում բնակչության նյութական և ոչ նյութական բարեկեցության աճին,Համայնքային և միջհամայնքային ենթակառուցվածքների և որակի հասանելիության բարելավում՝ ինստիտուցիոնալ և ֆինանասական կարողությունների հզորացում,3770821.9,12003,Միջոցառման անվանումը`,ԱՄՆ ՄԶԳ աջակցությամբ իրականացվող Տեղական ինքնակառավարման բարեփոխումների դրամաշնորհային ծրագրի շրջանակներում ՀՀ խոշորացվող համայնքներում հանրային ծառայությունների բարելավում՝ ընդլայնում՝ միջհամայնքային ենթածրագրերի նախագծում՝ ընտրություն և իրականացում:,Միջոցառման նկարագրությունը`,613192.6
ՀՀ վարչապետի աշխատակազմ,20439178.8,1033,Աջակցություն քաղաքական կուսակցություններին՝ հասարակական կազմակերպություններին և արհմիություններին,Քաղաքացիական հասարակության զարգացում,Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում՝ տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ,310388.5,11001,Միջոցառման անվանումը`,Աջակցություն քաղաքական կուսակցություններին՝ հասարակական կազմակերպություններին՝ արհմիություններին,Միջոցառման նկարագրությունը`,186849.8
ՀՀ վարչապետի աշխատակազմ,20439178.8,1033,Աջակցություն քաղաքական կուսակցություններին՝ հասարակական կազմակերպություններին և արհմիություններին,Քաղաքացիական հասարակության զարգացում,Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում՝ տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ,310388.5,12001,Միջոցառման անվանումը`,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Միջոցառման նկարագրությունը`,20000.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,1033,Աջակցություն քաղաքական կուսակցություններին՝ հասարակական կազմակերպություններին և արհմիություններին,Քաղաքացիական հասարակության զարգացում,Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում՝ տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ,310388.5,12002,Միջոցառման անվանումը`,Աջակցություն կուսակցությունների դաշինքներին,Միջոցառման նկարագրությունը`,103538.7
ՀՀ վարչապետի աշխատակազմ,20439178.8,1074,Հանրային կարծիքի ուսումնասիրություններ,Նպաստել տնտեսական և քաղաքական որոշումների կայացման գործընթացի արդյունավետության բարձրացմանը,ՀՀ կառավարության գործունեության՝ կյանքի որակի և համայնքային կարիքների գնահատումների իրականացում,123278.0,11001,Միջոցառման անվանումը`,Հայաստանի Հանրապետության կառավարության գործունեության գնահատականների՝ կյանքի որակի և համայնքային կարիքների գնահատման հետազոտություններ,Միջոցառման նկարագրությունը`,123278.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,1078,Աջակցություն մարդասիրական ծրագրերին,Աջակցել տեղական և օտարերկրյա կազմակերպությունների կողմից առողջապահական՝ կրթական և սոցիալական ոլորտներին տրամադրվող մարդասիրական ծրագրերի իրականացմանը,Մարդասիրական ծրագրերի իրականացման ապահովում,10000.0,11001,Միջոցառման անվանումը`,Պետական աջակցություն տեղական և օտարերկրյա կազմակերպությունների կողմից իրականացվող մարդասիրական ծրագրերին,Միջոցառման նկարագրությունը`,10000.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,1091,Հանրային իրազեկում,Հանրային կապերի՝ պետական մարմինների թափանցիկության՝ տեղեկատվության մատչելիության ապահովում:,Հանրության իրազեկվածության մակարդակի բարելավում՝ ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում,1089061.3,11001,Միջոցառման անվանումը`,Հանրային իրազեկման ապահովում,Միջոցառման նկարագրությունը`,733555.6
ՀՀ վարչապետի աշխատակազմ,20439178.8,1091,Հանրային իրազեկում,Հանրային կապերի՝ պետական մարմինների թափանցիկության՝ տեղեկատվության մատչելիության ապահովում:,Հանրության իրազեկվածության մակարդակի բարելավում՝ ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում,1089061.3,11002,Միջոցառման անվանումը`,Պետական մամուլի հրատարակում,Միջոցառման նկարագրությունը`,83156.9
ՀՀ վարչապետի աշխատակազմ,20439178.8,1091,Հանրային իրազեկում,Հանրային կապերի՝ պետական մարմինների թափանցիկության՝ տեղեկատվության մատչելիության ապահովում:,Հանրության իրազեկվածության մակարդակի բարելավում՝ ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում,1089061.3,11003,Միջոցառման անվանումը`,ԱՊՀ երկրներում հեռուստառադիոծրագրերի հեռարձակում,Միջոցառման նկարագրությունը`,175500.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,1091,Հանրային իրազեկում,Հանրային կապերի՝ պետական մարմինների թափանցիկության՝ տեղեկատվության մատչելիության ապահովում:,Հանրության իրազեկվածության մակարդակի բարելավում՝ ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում,1089061.3,11004,Միջոցառման անվանումը`,"Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ",Միջոցառման նկարագրությունը`,96848.8
ՀՀ վարչապետի աշխատակազմ,20439178.8,1132,Քաղաքացիական ծառայողների վերապատրաստում,Քաղաքացիական ծառայողների աշխատանքի  արդյունավետության բարելավում,Քաղաքացիական ծառայության ոլորտում անկախ՝ արհեստավարժ և բարոյական բարձր հատկանիշներով օժտված կադրերի ապահովումը,9405.8,11001,Միջոցառման անվանումը`,ՀՀ քաղաքացիական ծառայողների վերապատրաստման ծառայություններ,Միջոցառման նկարագրությունը`,9405.8
ՀՀ վարչապետի աշխատակազմ,20439178.8,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,5929279.1,11001,Միջոցառման անվանումը`,Ծառայությունների՝ ծրագրերի համակարգում,Միջոցառման նկարագրությունը`,4564942.6
ՀՀ վարչապետի աշխատակազմ,20439178.8,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,5929279.1,11002,Միջոցառման անվանումը`,Օրենսդրության  իրավական ակտերի կարգավորում,Միջոցառման նկարագրությունը`,110332.7
ՀՀ վարչապետի աշխատակազմ,20439178.8,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,5929279.1,11003,Միջոցառման անվանումը`,Տվյալների փոխանակման միջգերատեսչական կապի ապահովում,Միջոցառման նկարագրությունը`,612680.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,5929279.1,11004,Միջոցառման անվանումը`,Աջակցություն ՀՀ վարչապետի աշխատակազմի ներքո գործող Արդյունահանող ճյուղերի թափանցիկության նախաձեռնության քարտուղարությանը,Միջոցառման նկարագրությունը`,23600.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,5929279.1,11005,Միջոցառման անվանումը`,Սպասարկման ծառայություններ,Միջոցառման նկարագրությունը`,462558.5
ՀՀ վարչապետի աշխատակազմ,20439178.8,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,5929279.1,31001,Միջոցառման անվանումը`,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Միջոցառման նկարագրությունը`,92132.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,Աջակցել կառավարության՝ վարչապետի և փոխվարչապետերի գործունեությանը,ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,5929279.1,31002,Միջոցառման անվանումը`,ՀՀ վարչապետի աշխատակազմի տեխնիկական հագեցվածության բարելավում,Միջոցառման նկարագրությունը`,63033.3
ՀՀ վարչապետի աշխատակազմ,20439178.8,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4536666.7,11001,Միջոցառման անվանումը`,Առողջապահության ոլորտում վերահսկողության ծառայություններ,Միջոցառման նկարագրությունը`,1045634.7
ՀՀ վարչապետի աշխատակազմ,20439178.8,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4536666.7,11002,Միջոցառման անվանումը`,Բնապահպանության ոլորտում վերահսկողության ծառայություններ,Միջոցառման նկարագրությունը`,874510.8
ՀՀ վարչապետի աշխատակազմ,20439178.8,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4536666.7,11003,Միջոցառման անվանումը`,Կրթության ոլորտում վերահսկողության ծառայություններ,Միջոցառման նկարագրությունը`,218807.1
ՀՀ վարչապետի աշխատակազմ,20439178.8,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4536666.7,11004,Միջոցառման անվանումը`,Շուկայի վերահսկողության ծառայություններ,Միջոցառման նկարագրությունը`,178673.1
ՀՀ վարչապետի աշխատակազմ,20439178.8,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4536666.7,11005,Միջոցառման անվանումը`,Արտադրանքի և որակի վերահսկողության ծառայություններ,Միջոցառման նկարագրությունը`,15000.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4536666.7,11006,Միջոցառման անվանումը`,Քաղաքաշինության և ճարտարապետության բնագավառում վերահսկողության ծառայություններ,Միջոցառման նկարագրությունը`,953381.7
ՀՀ վարչապետի աշխատակազմ,20439178.8,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4536666.7,11007,Միջոցառման անվանումը`,Սննդամթերքի անվտանգության բնագավառում վերահսկողության իրականացման ծառայություններ,Միջոցառման նկարագրությունը`,1142151.5
ՀՀ վարչապետի աշխատակազմ,20439178.8,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4536666.7,31001,Միջոցառման անվանումը`,Բնապահպանության և ընդերքի տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Միջոցառման նկարագրությունը`,31567.8
ՀՀ վարչապետի աշխատակազմ,20439178.8,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4536666.7,31002,Միջոցառման անվանումը`,Կրթության տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Միջոցառման նկարագրությունը`,3000.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4536666.7,31003,Միջոցառման անվանումը`,Շուկայի վերահսկողության տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Միջոցառման նկարագրությունը`,1940.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,4536666.7,31004,Միջոցառման անվանումը`,"Քաղաքաշինության, տեխնիկական և հրդեհային անվտանգության տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում",Միջոցառման նկարագրությունը`,72000.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,1214,Արդյունահանող ճյուղերի զարգացման ծրագիր,Հայաստանում տնտեսական աճին հանքարդյունաբերության ոլորտի նպաստի ամրապնդում,Հանքարդյունաբերության ոլորտի քաղաքականության մշակմանն աջակցության ապահովում՝ ապագայի միասնական տեսլականի ձևավորում՝ ոլորտի թափանցիկության և հաշվետվողականության բարձրացում,237809.9,11001,Միջոցառման անվանումը`,Համաշխարհային բանկի աջակցությամբ իրականացվող «Հանքարդյունաբերական ոլորտի քաղաքականության ծրագիր»  դրամաշնորհային ծրագիր,Միջոցառման նկարագրությունը`,138066.1
ՀՀ վարչապետի աշխատակազմ,20439178.8,1214,Արդյունահանող ճյուղերի զարգացման ծրագիր,Հայաստանում տնտեսական աճին հանքարդյունաբերության ոլորտի նպաստի ամրապնդում,Հանքարդյունաբերության ոլորտի քաղաքականության մշակմանն աջակցության ապահովում՝ ապագայի միասնական տեսլականի ձևավորում՝ ոլորտի թափանցիկության և հաշվետվողականության բարձրացում,237809.9,11002,Միջոցառման անվանումը`,Համաշխարհային բանկի աջակցությամբ իրականացվող «Հայաստանի արդյունահանող ճյուղերի թափանցիկության նախաձեռնությանն աջակցություն» դրամաշնորհային ծրագիր,Միջոցառման նկարագրությունը`,99743.8
ՀՀ վարչապետի աշխատակազմ,20439178.8,9007,Աջակցություն սննդի անվտանգության ապահովման ծրագրերին,Աջակցել ՀՀ-ում սննդի անվտանգության և որակի բարելավմանն ուղղված ծրագրերի իրականացմանը,Սննդի անվտանգության ոլորտում իրականացվող ծրագրերի արդյունավետության բարձրացում,248000.0,11001,Միջոցառման անվանումը`,Սննդամթերքի անվտանգության բնագավառում վերահսկողության իրականացման ծառայություններ,Միջոցառման նկարագրությունը`,241665.0
ՀՀ վարչապետի աշխատակազմ,20439178.8,9007,Աջակցություն սննդի անվտանգության ապահովման ծրագրերին,Աջակցել ՀՀ-ում սննդի անվտանգության և որակի բարելավմանն ուղղված ծրագրերի իրականացմանը,Սննդի անվտանգության ոլորտում իրականացվող ծրագրերի արդյունավետության բարձրացում,248000.0,31001,Միջոցառման անվանումը`,Սննդամթերքի անվտանգության տեսչական մարմնի տեխնիկական հագեցվածության բարելավում,Միջոցառման նկարագրությունը`,6335.0
ՀՀ սահմանադրական դատարան,725472.9,1092,ՀՀ սահմանադրական դատարանի գործունեության ապահովում,ՀՀ-ում սահմանադրական արդարադատության իրականացում և սահմանադրության գերակայության ապահովում,ՀՀ-ում սահմանադրականության՝ քաղաքացիների և կազմակերպությունների իրավունքի ապահովումը,725472.9,11001,Միջոցառման անվանումը`,ՀՀ սահմանադրական դատարանի գործունեության և սահմանադրական արդարադատության ապահովում,Միջոցառման նկարագրությունը`,704056.6
ՀՀ սահմանադրական դատարան,725472.9,1092,ՀՀ սահմանադրական դատարանի գործունեության ապահովում,ՀՀ-ում սահմանադրական արդարադատության իրականացում և սահմանադրության գերակայության ապահովում,ՀՀ-ում սահմանադրականության՝ քաղաքացիների և կազմակերպությունների իրավունքի ապահովումը,725472.9,11002,Միջոցառման անվանումը`,ՀՀ սահմանադրական դատարանի պահուստային ֆոնդ,Միջոցառման նկարագրությունը`,14225.0
ՀՀ սահմանադրական դատարան,725472.9,1092,ՀՀ սահմանադրական դատարանի գործունեության ապահովում,ՀՀ-ում սահմանադրական արդարադատության իրականացում և սահմանադրության գերակայության ապահովում,ՀՀ-ում սահմանադրականության՝ քաղաքացիների և կազմակերպությունների իրավունքի ապահովումը,725472.9,31001,Միջոցառման անվանումը`,ՀՀ սահմանադրական դատարանի տեխնիկական հագեցվածության բարելավում,Միջոցառման նկարագրությունը`,7191.3
Բարձրագույն դատական խորհուրդ,12380667.6,1080,Դատական իշխանության գործունեության ապահովում և իրականացում,Դատական իշխանության անկախության երաշխավորում՝ բնականոն գործունեության և դատական պաշտպանության իրավունքի ապահովում,Դատական իշխանության գուծունեության և դատական պաշտպանության իրավունքի ապահովման արդյունավետության բարձրացում,12380667.6,11001,Միջոցառման անվանումը`,Բարձրագույն դատական խորհրդի բնականոն գործունեության ապահովում և Բարձրագույն դատական խորհրդի կողմից դատական իշխանության անկախության երաշխավորմանն ուղղված միջոցառումների իրականացում,Միջոցառման նկարագրությունը`,2768117.8
Բարձրագույն դատական խորհուրդ,12380667.6,1080,Դատական իշխանության գործունեության ապահովում և իրականացում,Դատական իշխանության անկախության երաշխավորում՝ բնականոն գործունեության և դատական պաշտպանության իրավունքի ապահովում,Դատական իշխանության գուծունեության և դատական պաշտպանության իրավունքի ապահովման արդյունավետության բարձրացում,12380667.6,11002,Միջոցառման անվանումը`,ՀՀ Վճռաբեկ դատարանի բնականոն գործունեության և ՀՀ Վճռաբեկ դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,Միջոցառման նկարագրությունը`,739411.1
Բարձրագույն դատական խորհուրդ,12380667.6,1080,Դատական իշխանության գործունեության ապահովում և իրականացում,Դատական իշխանության անկախության երաշխավորում՝ բնականոն գործունեության և դատական պաշտպանության իրավունքի ապահովում,Դատական իշխանության գուծունեության և դատական պաշտպանության իրավունքի ապահովման արդյունավետության բարձրացում,12380667.6,11003,Միջոցառման անվանումը`,ՀՀ վերաքննիչ քաղաքացիական դատարանի բնականոն գործունեության և ՀՀ Վերաքննիչ քաղաքացիական դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,Միջոցառման նկարագրությունը`,499124.9
Բարձրագույն դատական խորհուրդ,12380667.6,1080,Դատական իշխանության գործունեության ապահովում և իրականացում,Դատական իշխանության անկախության երաշխավորում՝ բնականոն գործունեության և դատական պաշտպանության իրավունքի ապահովում,Դատական իշխանության գուծունեության և դատական պաշտպանության իրավունքի ապահովման արդյունավետության բարձրացում,12380667.6,11004,Միջոցառման անվանումը`,ՀՀ վերաքննիչ քրեական դատարանի բնականոն գործունեության և ՀՀ Վերաքննիչ քրեական դատարանի կողմից դատական պաշտպանության իրավունքի ապահովում,Միջոցառման նկարագրությունը`,561753.9
