state_body,program_code,program_name,program_goal,program_result_desc,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,state_body_total,program_total,subprogram_total
ՀՀ վարչապետի աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11001,Հանրային իրազեկում և հասարակական-քաղաքագիտական հետազոտություններ,"Կառավարության գործունեության լուսաբանում, թեմատիկ վերլուծություններ և ԶԼՄ-ների ամենօրյա մշտադիտարկում",Ծառայությունների մատուցում,24773904.6,1323664.6,731763.1
ՀՀ վարչապետի աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11004,"Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ","Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ",Ծառայությունների մատուցում,24773904.6,1323664.6,199258.2
ՀՀ վարչապետի աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",11011,ՀՀ վերաբերյալ պաշտոնական տեղեկատվության ապահովում՛ միջազգային հարթակներում,"Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ վերաբերյալ օբյեկտիվ տեղեկատվության ավելի լայն լսարանի ներգրավում",Ծառայությունների մատուցում,24773904.6,1323664.6,109998.7
ՀՀ վարչապետի աշխատակազմ,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",12001,«Միր» միջպետական հեռուստառադիոընկերության ՀՀ մասնաբաժնի վճար,ԱՊՀ երկրներում հեռուստառադիոծրագրերի հեռարձակում,Տրանսֆերտների տրամադրում,24773904.6,1323664.6,282644.6
ՀՀ վարչապետի աշխատակազմ,1132,Քաղաքացիական ծառայողների վերապատրաստում,Քաղաքացիական ծառայողների աշխատանքի  արդյունավետության բարելավում,"Քաղաքացիական ծառայության ոլորտում անկախ, արհեստավարժ և բարոյական բարձր հատկանիշներով օժտված կադրերի ապահովումը",11001,ՀՀ քաղաքացիական ծառայողների վերապատրաստման ծառայություններ,Քաղաքացիական ծառայողների մասնագիտական գիտելիքների և աշխատանքային ունակությունների հետևողական վերապատրաստման և ուսուցման ծառայություններ,Ծառայությունների մատուցում,24773904.6,10098.0,10098.0
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11001,"Ծառայությունների, ծրագրերի համակարգում","Աջակցություն ՀՀ կառավարությանը` քաղաքականության և ծրագրերի մշակման և իրականացման գործընթացում, վերահսկողության կատարման գործընթացում",Ծառայությունների մատուցում,24773904.6,7232165.6,5907419.4
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11004,Աջակցություն ՀՀ վարչապետի աշխատակազմի ներքո գործող Արդյունահանող ճյուղերի թափանցիկության նախաձեռնության քարտուղարությանը,"Ազգային ծրագրով նախատեսված տեխնիկական առաջադրանքների նախագծերի հաստատման ենթակա փաստաթղթերի կազմում, հանրային իրազեկման միջոցառումների իրականացում և դոնոր կազմակերպությունների հետ աշխատանքի համակարգում",Ծառայությունների մատուցում,24773904.6,7232165.6,23600.0
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11005,Սպասարկման ծառայություններ,ՀՀ Կառավարական շենքերի և այլ գույքի սպասարկում,Ծառայությունների մատուցում,24773904.6,7232165.6,486956.8
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11010,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների շահագործում և սպասարկում,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների  շահագործման և սպասարկման ծառայություններ,Ծառայությունների մատուցում,24773904.6,7232165.6,602979.0
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,11018,Խորհրդատվական   և   վերլուծական   ծառայություններ,"Մասնագիտական,   խորհրդատվական   և  վերլուծական   ծառայությունների ձեռքբերում",Ծառայությունների մատուցում,24773904.6,7232165.6,56031.4
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,31001,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,24773904.6,7232165.6,130179.0
ՀՀ վարչապետի աշխատակազմ,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,31002,ՀՀ վարչապետի աշխատակազմի տեխնիկական հագեցվածության բարելավում,ՀՀ վարչապետի աշխատակազմի աշխատանքային պայմանների բարելավման նպատակով վարչական սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,24773904.6,7232165.6,25000.0
ՀՀ վարչապետի աշխատակազմ,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11007,Քայլ դեպի տուն,"Սփյուռքի հայ երիտասարդության և պատանիների ուսումնաճանաչողական այցելությունների, հայերենի ուսուցման դասընթացների կազմակերպում և հայրենիքի մասին գիտելիքների փոխանցում",Ծառայությունների մատուցում,24773904.6,577054.9,153060.1
ՀՀ վարչապետի աշխատակազմ,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11008,Սփյուռքի երիտասարդ առաջնորդների վերապատրաստում,"Հայաստանյան իրականության վերաբերյալ իրազեկվածության մակարդակի բարձրացում, համայնքային գործունեության ակտիվացմանը նպաստող նոր հմտությունների ձեռքբերում, Սփյուռքի երիտասարդ առաջնորդների ցանցի ընդլայնում",Ծառայությունների մատուցում,24773904.6,577054.9,26603.1
ՀՀ վարչապետի աշխատակազմ,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11010,Հայաստան-Սփյուռք գործակցության վերաբերյալ իրազեկման ապահովում,"Հայաստան-Սփյուռք համագործակցության, հայրենադարձության, Սփյուռքից ներդրումների, Հայաստան-Սփյուռք գործակցության ծրագրերի ներկայացման ուղղություններով հեռուստահաղորդումների, տեսանյութերի պատվիրում և Սփյուռքում արբանյակային հեռարձակում",Ծառայությունների մատուցում,24773904.6,577054.9,60000.0
ՀՀ վարչապետի աշխատակազմ,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11011,Աշխատանք Սփյուռքի համայնքներում,"Աշխատանքային այցելություններ Սփյուռքի համայնքներ՛ մոտիկից ծանոթանալու համայնքների խնդիրներին, դրանց լուծման ուղիների  քննարկում և մշակում, տեղերում մասնակցելու կազմակերպված մշակութային, համայնքային և այլ միջոցառումներին",Ծառայությունների մատուցում,24773904.6,577054.9,51045.8
ՀՀ վարչապետի աշխատակազմ,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11012,«ի Գործ» սփյուռքահայ մասնագետների ներգրավում ՀՀ պետական   կառավարման համակարգում,Սփյուռքի մասնագիտական ներուժի ներգրավում ՀՀ պետական կառավարման համակարգում,Ծառայությունների մատուցում,24773904.6,577054.9,242582.8
ՀՀ վարչապետի աշխատակազմ,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",11013,Հայրենադարձության և ինտեգրման կենտրոն,"Հայրենադարձության և  ինտեգրման կենտրոնը  համապարփակ հարթակ է, որն իրականացնում է սփյուռքից հայրենադարձների համալիր աջակցության և ինտեգրման գործընթաց",Ծառայությունների մատուցում,24773904.6,577054.9,27263.1
ՀՀ վարչապետի աշխատակազմ,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",12001,Աջակցություն սփյուռքի հայալեզու լրատվամիջոցներին,"Հայկական լրատվամիջոցների,գործող կայք էջերի և հեռուստաալիքների միջոցով հայ ազգաբնակչության շրջանում՛ տարածաշրջանի քաղաքական,սոցիալական,ազգային և մշակութային կյանքի վերաբերյալ տեղեկատվության տարածում",Տրանսֆերտների տրամադրում,24773904.6,577054.9,16500.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11001,Առողջապահության ոլորտում վերահսկողության ծառայություններ,"Առողջապահության, աշխատողների առողջության և անվտանգության ապահովման բնագավառում վերահսկողության իրականացում",Ծառայությունների մատուցում,24773904.6,7146847.4,1540128.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11002,Բնապահպանության ոլորտում վերահսկողության ծառայություններ,Շրջակա միջավայրի վրա վնասակար ներգործությունների և բնական ռեսուրսների գերշահագործման վերահսկողության իրականացում,Ծառայությունների մատուցում,24773904.6,7146847.4,1104671.1
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11003,Կրթության ոլորտում վերահսկողության ծառայություններ,Կրթության ոլորտում տեսչական վերահսկողության ծառայությունների իրականացում,Ծառայությունների մատուցում,24773904.6,7146847.4,316431.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11004,Շուկայի վերահսկողության ծառայություններ,Տեխնիկական կանոնակարգի պահանջների և չափագիտական կանոնների ու նորմերի պահպանման վերահսկողություն,Ծառայությունների մատուցում,24773904.6,7146847.4,371248.9
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11005,Արտադրանքի և որակի վերահսկողության ծառայություններ,Արտադրանքի և ծառայությունների մատուցման ոլորտում տեխնիկական կանոնակարգերի պահանջների և չափագիտական կանոնների ու նորմերի վերահսկողության իրականացում,Ծառայությունների մատուցում,24773904.6,7146847.4,26000.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11006,Քաղաքաշինության և ճարտարապետության բնագավառում վերահսկողության ծառայություններ,"Քաղաքաշինության, տեխնիկական և հրդեհային անվտանգության, տրանսպորտի, էներգետիկայի, պետական և տեղական նշանակության գեոդեզիական և քարտեզագրական աշխատանքների և հողօգտագործման բնագավառներում վերահսկողության իրականացում",Ծառայությունների մատուցում,24773904.6,7146847.4,1311967.9
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11007,Սննդամթերքի անվտանգության բնագավառում վերահսկողության իրականացման ծառայություններ,"Սննդամթերքի, անասնաբուժության և բուսասանիտարիայի ոլորտներում վերահսկողության իրականացում, պետությանը և հանրությանը սպառնացող վտանգների հայտնաբերում, ներթափանցման և տարածման կանխարգելում:",Ծառայությունների մատուցում,24773904.6,7146847.4,1733415.4
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11010,Տեսչական վերահսկողության շրջանակում սննդամթերքի լաբորատոր հետազոտություն,Վաճառքում գտնվող սննդամթերքի անվտանգության և որակի բարելավման ապահովում (նմուշների լաբորատոր փորձաքննություն` հավատարմագրված լաբորատորիաների կողմից),Ծառայությունների մատուցում,24773904.6,7146847.4,34697.4
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11011,"Գյուղատնտեսական կենդանիների հիվանդությունների, կենդանական ծագում ունեցող հումքի և նյութի վերահսկողության իրականացում՛ լաբորատոր փորձարկումների միջոցով","Գյուղատնտեսական կենդանիներից (հիմնականում խոշոր և մանր եղջերավոր), ինչպես նաև կենդանական ծագման հումքից և նյութերից վերցված նմուշների լաբորատոր փորձարկումների իրականացում",Ծառայությունների մատուցում,24773904.6,7146847.4,326223.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11012,Դաբաղ հիվանդության դեմ պատվաստումների իրականացման վերահսկողություն,Կենդանիների արյան նմուշների հետպատվաստումային վարակամերժության արդյունավետության աստիճանի որոշման լաբորատոր փորձարկումներ,Ծառայությունների մատուցում,24773904.6,7146847.4,20260.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11013,Գյուղատնտեսական մշակաբույսերի և բույսերի պաշտպանության միջոցների վերահսկողություն՛  լաբորատոր փորձարկումների միջոցով,"Բույսերի կարանտին օրգանիզմների հիվանդությունների, վնասատուների նկատմամբ վերահսկողության սահմանում, թունաքիմիկատների բացասական ազդեցության վերահսկում ինչպես բույսերի, այնպես էլ մարդկանց առողջության վրա",Ծառայությունների մատուցում,24773904.6,7146847.4,27810.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11014,Կենդանական ծագման մթերքում մնացորդային նյութերի վերահսկողություն,"Լաբորատոր փորձարկումների միջոցով ձկան և մեղրի մեջ մնացորդային նյութերի չափաքանակների  բացահայտում, որի արդյունքում որոշվում է այդ մթերքների անվտանգության և որակի մակարդակը",Ծառայությունների մատուցում,24773904.6,7146847.4,55825.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,11015,Առողջապահական և աշխատանքի տեսչական վերահսկողության շրջանակներում լաբորատոր փորձաքննության ապահովում,Առողջապահական և աշխատանքի տեսչական վերահսկողության շրջանակներում լաբորատոր փորձաքննության իրականացում,Ծառայությունների մատուցում,24773904.6,7146847.4,44700.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,31001,Բնապահպանության և ընդերքի տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Բնապահպանության և ընդերքի տեսչական մարմնի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,24773904.6,7146847.4,58130.0
ՀՀ վարչապետի աշխատակազմ,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,31002,Կրթության տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Կրթության տեսչական մարմնի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,24773904.6,7146847.4,4748.7
