state_body,state_body_total,program_code,program_name,program_goal,program_result_desc,program_total,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,subprogram_total
ՀՀ վարչապետի աշխատակազմ,19539583.9,1033,"Աջակցություն քաղաքական կուսակցություններին, հասարակական կազմակերպություններին և արհմիություններին",Քաղաքացիական հասարակության զարգացում,"Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում, տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ",73813.0,11003,Աջակցություն հասարակական կազմակերպություններին,Աջակցություն հասարակական կազմակերպություններին,Ծառայությունների մատուցում,41813.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1033,"Աջակցություն քաղաքական կուսակցություններին, հասարակական կազմակերպություններին և արհմիություններին",Քաղաքացիական հասարակության զարգացում,"Քաղաքացիական հասարակության կառույցների և նրանց  կարողությունների զարգացում, տնտեսական և քաղաքական կյանքում ՔՀԿ-ների ընդգրկվածության և մասնակցության աճ",73813.0,12001,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Պետական աջակցություն ազգային փոքրամասնությունների հասարակական կազմակերպություններին,Տրանսֆերտների տրամադրում,20000.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",860658.2,11001,Հանրային իրազեկում և հասարակական-քաղաքագիտական հետազոտություններ,"Կառավարության գործունեության լուսաբանում, թեմատիկ վերլուծություններ և ԶԼՄ-ների ամենօրյա մշտադիտարկում",Ծառայությունների մատուցում,444810.8
ՀՀ վարչապետի աշխատակազմ,19539583.9,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",860658.2,11002,Պետական մամուլի հրատարակում,Պետական մամուլի հրատարակում,Ծառայությունների մատուցում,84069.5
ՀՀ վարչապետի աշխատակազմ,19539583.9,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",860658.2,11004,"Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ","Տեղեկատվության ձեռքբերման, պահպանման և արխիվացման ծառայություններ",Ծառայությունների մատուցում,98187.4
ՀՀ վարչապետի աշխատակազմ,19539583.9,1091,Հանրային իրազեկում,"Հանրային կապերի, պետական մարմինների թափանցիկության, տեղեկատվության մատչելիության ապահովում","Հանրության իրազեկվածության մակարդակի բարելավում, ՀՀ համար կարևոր նշանակություն ունեցող իրադարձությունների լուսաբանում",860658.2,12001,«Միր» միջպետական հեռուստառադիոընկերության ՀՀ մասնաբաժնի վճար,ԱՊՀ երկրներում հեռուստառադիոծրագրերի հեռարձակում,Տրանսֆերտների տրամադրում,233590.5
ՀՀ վարչապետի աշխատակազմ,19539583.9,1132,Քաղաքացիական ծառայողների վերապատրաստում,Քաղաքացիական ծառայողների աշխատանքի  արդյունավետության բարելավում,"Քաղաքացիական ծառայության ոլորտում անկախ, արհեստավարժ և բարոյական բարձր հատկանիշներով օժտված կադրերի ապահովումը",16184.0,11001,ՀՀ քաղաքացիական ծառայողների վերապատրաստման ծառայություններ,Քաղաքացիական ծառայողների մասնագիտական գիտելիքների և աշխատանքային ունակությունների հետևողական վերապատրաստման և ուսուցման ծառայություններ,Ծառայությունների մատուցում,16184.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,8214440.0,11001,"Ծառայությունների, ծրագրերի համակարգում","Աջակցություն ՀՀ կառավարությանը` քաղաքականության և ծրագրերի մշակման և իրականացման գործընթացում, վերահսկողության կատարման գործընթացում",Ծառայությունների մատուցում,5348169.8
ՀՀ վարչապետի աշխատակազմ,19539583.9,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,8214440.0,11004,Աջակցություն ՀՀ վարչապետի աշխատակազմի ներքո գործող Արդյունահանող ճյուղերի թափանցիկության նախաձեռնության քարտուղարությանը,"Ազգային ծրագրով նախատեսված տեխնիկական առաջադրանքների նախագծերի հաստատման ենթակա փաստաթղթերի կազմում, հանրային իրազեկման միջոցառումների իրականացում և դոնոր կազմակերպությունների հետ աշխատանքի համակարգում",Ծառայությունների մատուցում,23600.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,8214440.0,11005,Սպասարկման ծառայություններ,ՀՀ Կառավարական շենքերի և այլ գույքի սպասարկում,Ծառայությունների մատուցում,455714.7
ՀՀ վարչապետի աշխատակազմ,19539583.9,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,8214440.0,11010,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների շահագործում և սպասարկում,ՀՀ բարձրաստիճան պաշտոնատար անձանց գերատեսչական առանձնատների և տարածքների  շահագործման և սպասարկման ծառայություններ,Ծառայությունների մատուցում,469823.5
ՀՀ վարչապետի աշխատակազմ,19539583.9,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,8214440.0,11015,Պետական աջակցություն Հայաստանի Հանրապետությունում և արտերկրում ներդրումային և ՊՄԳ ծրագրերի իրականացմանը,"Օտարերկրյա ուղղակի ներդրումների ներգրավում, ներդրողներին խորհրդատվության և աջակացության տրամադրում, օտարերկրյա ներդրումային ծրագրերին բաժնեմասնակցություն, ՊՄԳ ոլորտի զարգացման խթանում, ՊՄԳ ծրագրերի զարգացման աջակցություն",Ծառայությունների մատուցում,1800000.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,8214440.0,31001,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Մաքսային միությանը և Միասնական տնտեսական տարածությանը ՀՀ անդամակցության շրջանակում միասնական տեղեկատվական տարածության և ինտեգրացված տեղեկատվական համակարգերի ստեղծում և պահպանում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,92132.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1136,ՀՀ Վարչապետի լիազորությունների իրականացման ապահովում,"Աջակցել կառավարության, վարչապետի և փոխվարչապետերի գործունեությանը",ՀՀ կառավարության և վարչապետի որոշումների ու հանձնարարականների կատարման վերահսկողության ապահովում,8214440.0,31002,ՀՀ վարչապետի աշխատակազմի տեխնիկական հագեցվածության բարելավում,ՀՀ վարչապետի աշխատակազմի աշխատանքային պայմանների բարելավման նպատակով վարչական սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,25000.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",374619.5,11007,Քայլ դեպի տուն,"Սփյուռքի հայ երիտասարդության և պատանիների ուսումնաճանաչողական այցելությունների, հայերենի ուսուցման դասընթացների կազմակերպում և հայրենիքի մասին գիտելիքների փոխանցում",Ծառայությունների մատուցում,83649.1
ՀՀ վարչապետի աշխատակազմ,19539583.9,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",374619.5,11008,Սփյուռքի երիտասարդ առաջնորդների վերապատրաստում,"Հայաստանյան իրականության վերաբերյալ իրազեկվածության մակարդակի բարձրացում, համայնքային գործունեության ակտիվացմանը նպաստող նոր հմտությունների ձեռքբերում, Սփյուռքի երիտասարդ առաջնորդների ցանցի ընդլայնում",Ծառայությունների մատուցում,11806.7
ՀՀ վարչապետի աշխատակազմ,19539583.9,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",374619.5,11010,Հայաստան-Սփյուռք գործակցության վերաբերյալ իրազեկման ապահովում,"Հայաստան-Սփյուռք համագործակցության, հայրենադարձության, Սփյուռքից ներդրումների, Հայաստան-Սփյուռք գործակցության ծրագրերի ներկայացման ուղղություններով հեռուստահաղորդումների, տեսանյութերի պատվիրում և Սփյուռքում արբանյակային հեռարձակում",Ծառայությունների մատուցում,60000.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",374619.5,11011,Աշխատանք Սփյուռքի համայնքներում,"Աշխատանքային այցելություններ Սփյուռքի համայնքներ՛ մոտիկից ծանոթանալու համայնքների խնդիրներին, դրանց լուծման ուղիների  քննարկում և մշակում, տեղերում մասնակցելու կազմակերպված մշակութային, համայնքային և այլ միջոցառումներին",Ծառայությունների մատուցում,51045.8
ՀՀ վարչապետի աշխատակազմ,19539583.9,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",374619.5,11012,«ի Գործ» սփյուռքահայ մասնագետների ներգրավում ՀՀ  և Արցախի պետական կառավարման համակարգում,Սփյուռքի մասնագիտական ներուժի ներգրավում ՀՀ և Արցախի պետական կառավարման համակարգում,Ծառայությունների մատուցում,123872.2
ՀՀ վարչապետի աշխատակազմ,19539583.9,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",374619.5,11013,Հայրենադարձության և ինտեգրման կենտրոն,Հայրենադարձների ինտեգրման կենտրոնը հանդիսանալու է որպես համապարփակ հարթակ՛ օգնելով սփյուռքահայերին հայրենադարձության բոլոր գործընթացներում,Ծառայությունների մատուցում,34245.7
ՀՀ վարչապետի աշխատակազմ,19539583.9,1156,Հայաստան-Սփյուռք գործակցության ծրագիր,Նպաստել Հայաստանի և հայկական սփյուռքի միջև կապերի ամրապնդմանը և զարգացմանը,"Հայաստանի և Սփյուռքի միջև կրթական, մշակութային և երիտասարդական հաղորդակցության, ճանաչողության և տեղեկացվածության մակարդակի բարձրացում",374619.5,12001,Աջակցություն Վրաստանի հայալեզու լրատվամիջոցներին,"Հայկական լրատվամիջոցների,գործող կայք էջերի և հեռուստաալիքների միջոցով հայ ազգաբնակչության շրջանում՛ տարածաշրջանի քաղաքական,սոցիալական,ազգային և մշակութային կյանքի վերաբերյալ տեղեկատվության տարածում",Տրանսֆերտների տրամադրում,10000.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,11001,Առողջապահության ոլորտում վերահսկողության ծառայություններ,"Առողջապահության, աշխատողների առողջության և անվտանգության ապահովման բնագավառում վերահսկողության իրականացում",Ծառայությունների մատուցում,1411015.7
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,11002,Բնապահպանության ոլորտում վերահսկողության ծառայություններ,Շրջակա միջավայրի վրա վնասակար ներգործությունների և բնական ռեսուրսների գերշահագործման վերահսկողության իրականացում,Ծառայությունների մատուցում,930932.6
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,11003,Կրթության ոլորտում վերահսկողության ծառայություններ,Կրթության ոլորտում տեսչական վերահսկողության ծառայությունների իրականացում,Ծառայությունների մատուցում,256320.1
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,11004,Շուկայի վերահսկողության ծառայություններ,Տեխնիկական կանոնակարգի պահանջների և չափագիտական կանոնների ու նորմերի պահպանման վերահսկողություն,Ծառայությունների մատուցում,306505.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,11005,Արտադրանքի և որակի վերահսկողության ծառայություններ,Արտադրանքի և ծառայությունների մատուցման ոլորտում տեխնիկական կանոնակարգերի պահանջների և չափագիտական կանոնների ու նորմերի վերահսկողության իրականացում,Ծառայությունների մատուցում,26000.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,11006,Քաղաքաշինության և ճարտարապետության բնագավառում վերահսկողության ծառայություններ,"Քաղաքաշինության, տեխնիկական և հրդեհային անվտանգության, տրանսպորտի, էներգետիկայի, պետական և տեղական նշանակության գեոդեզիական և քարտեզագրական աշխատանքների և հողօգտագործման բնագավառներում վերահսկողության իրականացում",Ծառայությունների մատուցում,1129660.9
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,11007,Սննդամթերքի անվտանգության բնագավառում վերահսկողության իրականացման ծառայություններ,"Սննդամթերքի, անասնաբուժության և բուսասանիտարիայի ոլորտներում վերահսկողության իրականացում, պետությանը և հանրությանը սպառնացող վտանգների հայտնաբերում, ներթափանցման և տարածման կանխարգելում:",Ծառայությունների մատուցում,1519192.8
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,11010,Տեսչական վերահսկողության շրջանակում սննդամթերքի լաբորատոր հետազոտություն,Վաճառքում գտնվող սննդամթերքի անվտանգության և որակի բարելավման ապահովում (նմուշների լաբորատոր փորձաքննություն` հավատարմագրված լաբորատորիաների կողմից),Ծառայությունների մատուցում,20000.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,31001,Բնապահպանության և ընդերքի տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Բնապահպանության և ընդերքի տեսչական մարմնի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,3000.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,31002,Կրթության տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Կրթության տեսչական մարմնի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,2550.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,31003,Շուկայի վերահսկողության տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Շուկայի վերահսկողության տեսչական մարմնի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,8000.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,31004,"Քաղաքաշինության, տեխնիկական և հրդեհային անվտանգության տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում","Քաղաքաշինության, տեխնիկական և հրդեհային անվտանգության տեսչական մարմնի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում",Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,3100.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,31005,Առողջապահության և աշխատանքի տեսչական մարմնի կարողությունների զարգացում և տեխնիկական հագեցվածության ապահովում,Առողջապահության և աշխատանքի տեսչական մարմնի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռք բերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,13000.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1213,Տեսչական վերահսկողության ծրագիր,Տեսչական վերահսկողության ապահովում,Տեխնիկական կանոնակարգերին համապատասխանության գնահատում և պահանջների պահպանում,5631937.1,31006,Սննդամթերքի անվտանգության տեսչական մարմնի տեխնիկական հագեցվածության բարելավում,Սննդամթերքի անվտանգության տեսչական մարմնի տեխնիկական և աշխատանքային պայմանների բարելավում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,2660.0
ՀՀ վարչապետի աշխատակազմ,19539583.9,1214,Արդյունահանող ճյուղերի զարգացման ծրագիր,Հայաստանում տնտեսական աճին հանքարդյունաբերության ոլորտի նպաստի ամրապնդում,"Հանքարդյունաբերության ոլորտի քաղաքականության մշակմանն աջակցության ապահովում, ապագայի միասնական տեսլականի ձևավորում, ոլորտի թափանցիկության և հաշվետվողականության բարձրացում",117961.9,11003,Համաշխարհային բանկիաջակցությամբ իրականացվող «Հայսատանի արդյունահանող ճյուղերի թափանցիկության նախաձեռնությանն աջակցություն. Լրացուցիչ ֆինանսավորում» դրամաշնորհային ծրագիր,"ԱՃԹՆ-ի միջազգային ստանդարտին համապատասխան՛ հանքարդյունաբերության ոլորտի թափանցիկության և հաշվետվողականության բարձրացմանն աջակցություն, տվյալների համակարգված բացահայտումներիհամակարգի ներդնում",Ծառայությունների մատուցում,117961.9
